MASKED_XCC,SKU_NUMBER,SKU_RANK_NUMBER,HEALTH_SKU_NUMBER
12004091,341442,4,281874
39930326,372441,6,829850
67538183,247239,11,242050
44800789,177858,7,983404
618783,360967,18,360967
39195296,335244,8,369824
564759,420401,11,875952
40492824,981751,8,122869
7672254,149928,7,337445
12894564,497582,3,501873
16841610,705527,11,750720
13219374,273335,2,346625
17610315,845173,1,845173
3422308,277802,7,369824
50927606,444724,7,750720
1015450,688748,16,378687
5454175,853023,12,829850
67640158,378687,4,846846
53986515,532719,6,687239
10807448,288177,9,498550
45766264,941467,8,541665
24925816,209144,8,958907
25021344,288946,20,507400
26418719,460696,3,498318
39283565,827137,1,243446
6075993,571489,2,571489
17451443,230634,5,955767
53293907,332607,3,332607
45075457,823994,13,789786
1609942,723783,9,209144
319103,934676,16,432115
16613851,230344,5,724211
23237725,369824,9,526928
38710748,999801,1,147648
5245545,730962,15,855589
22957292,846846,19,249560
3431089,344236,2,172510
3451727,664923,8,323881
5407996,924058,5,715106
20635643,172465,12,384812
31499020,905823,2,344425
50376519,882835,15,890106
426214,347698,2,227230
315295,169490,8,233298
16281402,823994,1,625311
39807327,238246,3,297584
3176246,483707,17,272880
39268741,319833,13,954448
11352463,341442,15,501873
18472022,891705,19,412192
21526359,697961,10,919713
40712993,364483,18,562637
7243196,498038,13,162498
9413802,507392,3,496617
13522972,455407,13,397983
39694568,209144,20,241009
34451246,637009,4,938778
15078731,468080,10,341442
34887255,966052,5,364510
1759732,407234,20,395833
8279627,966052,18,407823
40551308,990006,15,918973
1102027,136543,9,454376
13169825,167445,15,167445
9811152,369824,17,999338
1728552,742904,4,187896
53105365,380036,9,451305
1636200,155912,8,237548
40477178,218258,19,891465
33151218,416868,18,926098
2839936,413879,8,207901
35069740,209144,11,290938
47507376,310523,5,132041
4485120,997124,18,337060
45959798,829850,10,829850
11042761,237544,2,237544
33552044,645290,2,951672
1674043,375236,6,451439
3299660,146628,1,360763
5097520,341442,3,240966
18850820,279170,15,951672
39073066,588196,12,181895
25980849,584998,19,341442
3904780,734701,9,482530
38057515,215613,15,473705
67570143,890106,2,890106
3694976,894103,6,894103
53907873,281874,15,370317
50579681,695199,20,639772
755337,910656,4,870236
42014214,405614,7,211733
46494529,244956,11,857132
27012093,829850,7,337541
41422776,919516,8,919516
3329348,451305,9,444724
51396187,482055,4,482055
8868563,242665,13,382934
25605682,215679,3,343806
14443061,277181,10,324509
39594572,149928,5,380036
1901345,337472,8,501873
3133151,212823,4,705431
26261347,208874,8,208874
2115206,337060,18,308282
22212219,979596,3,369824
1683212,374508,7,374508
38468729,224577,8,224577
16380474,450322,2,883968
51131412,364510,15,364510
5669544,537316,17,209144
38997775,904667,2,309890
52389585,897377,6,797674
11602605,482530,9,734701
29179346,350711,15,415362
31104078,163915,16,169968
53272613,278171,6,476909
7613382,558643,14,644786
12187087,372441,14,437254
40506477,264628,18,497582
23437633,257574,3,352825
11532232,850938,11,809971
11039224,232569,6,410647
6857947,378592,7,795221
23373242,801205,7,280100
30865728,240966,4,140160
17882061,966052,5,154815
50742154,228767,6,843837
11060392,966052,8,372441
11415549,507392,10,453687
10062286,829850,11,365523
42833416,444724,10,419423
39884494,964461,15,278550
4941860,155912,10,149928
19529505,767149,1,767149
25390222,292998,11,289413
39435298,687340,10,520577
26851809,172465,9,862652
25313956,900675,1,241556
28524076,335199,2,187896
40358242,789421,7,464430
15462114,405382,2,405382
53969267,395833,6,507392
14314364,966052,5,990372
29074921,408145,5,980418
16067753,506854,17,979927
23177291,516716,2,177454
11294937,203515,4,241234
32629433,472948,1,243688
1290149,853023,16,497582
14324059,921862,1,179828
32077003,370317,14,370317
53651340,891705,11,365523
44306655,235803,8,829850
46040994,442316,8,240966
25162143,846576,1,281874
26164573,369824,17,341442
50368735,172465,9,370317
27053139,204803,6,100990
50723977,950972,9,516584
13441931,152355,4,387998
3225611,853023,11,482530
11641568,337060,15,859612
1712446,209144,9,813576
46897859,434545,1,371948
20402602,211728,13,211728
40232995,813576,5,276326
26337220,956770,2,163527
29564543,747330,13,372330
11310232,337414,10,862652
35119188,862652,3,335244
10646210,341442,6,231183
14866306,895141,1,895141
27226357,292295,13,945819
90900629,933378,6,394841
2810409,365523,8,997124
127890,239032,7,958332
51692037,451305,4,416156
4907577,587551,6,922115
26228884,172309,16,386698
54299586,132142,6,132142
496930,230358,1,237544
1433259,859684,14,369824
21318655,475595,2,392372
39221025,363799,11,693861
18917925,208874,5,829850
22018043,343025,4,862232
26335532,309889,15,309889
15592460,510568,4,249562
1219418,246165,5,244714
38019459,828595,3,953382
6756202,444724,17,240966
29265601,566166,18,566166
8277241,715079,2,878782
26243450,204743,10,483291
26267170,187896,12,566166
45741352,186886,11,155912
21666547,829850,11,453687
50142076,829850,7,369824
22875298,831100,15,413879
1916750,171222,4,281236
28982040,245232,10,729942
2025694,244798,7,234564
38901427,829850,13,337060
39837271,380036,4,444724
30092139,455333,17,365234
35141016,117291,6,295416
38386804,417254,2,842800
999540,813576,15,688748
7620735,264628,6,264628
19361531,555627,1,164422
7621907,346515,18,360738
16486259,264628,9,264628
2677415,341442,2,895762
31458199,228831,2,154815
11581767,111294,19,370317
5152145,829850,14,407811
22563726,228857,13,564752
41884627,380036,11,372441
50391561,823994,12,856927
38571755,211810,9,319833
25790338,208783,13,208783
8979805,460688,1,460688
5118916,809633,8,163527
903819,234519,11,795842
7539783,213140,9,240966
24341864,317536,17,895457
12809287,596585,4,177881
10600017,404013,6,890115
38998194,393534,5,393534
27131845,341442,2,496617
34266579,236066,10,209144
50046986,601489,13,687238
4349841,230365,11,277790
37904426,721552,12,365523
51261675,237544,8,264628
1383892,700696,9,208443
1425108,935702,4,743801
24226293,409016,3,335487
1331999,705772,19,995851
32665528,337472,8,453687
26393123,264628,9,853023
6545749,416156,3,215013
26960199,973522,8,962577
40151731,985326,4,229754
170594,997124,11,337060
17781886,183483,7,507013
26105962,891465,11,380036
57217001,215121,10,351076
6916564,963886,4,329913
38275057,501873,7,829850
3756805,742904,10,477066
16795078,163743,10,870237
15182940,486077,10,814467
27118238,274650,2,568121
35622500,823994,9,823994
15447845,264628,6,808211
15384195,346515,5,705149
10053444,330824,12,994880
15165931,151480,1,151480
2453858,809633,16,226775
9090118,155912,11,369824
26420436,840371,3,501873
19660630,276111,17,415979
20247078,243688,11,139699
25190960,219519,6,968576
38288101,813576,2,496617
67517805,273540,14,207901
30464497,292749,17,909324
20848327,466075,1,237335
9747783,307642,2,307642
10037757,482530,8,997124
2541358,907436,10,907436
20043386,354531,3,245414
1886945,837237,6,209243
65093265,351201,6,382645
31565438,496641,5,874157
13294793,369824,14,282210
6006197,209130,9,335244
51403239,454376,6,855381
24511057,164665,17,853023
1708944,260403,1,260403
43763775,209144,13,163915
1964804,106746,13,843574
1770670,164665,6,371914
30097314,482402,2,372362
37909518,378687,10,370317
31969661,329392,19,420642
2073323,914218,1,110932
31864832,523084,5,427667
33829371,408076,4,537316
12352510,277785,17,361568
30089956,786459,1,120402
10105844,158753,10,872996
10502223,30205,18,823494
2795262,380424,15,300603
2254300,856915,3,247321
65026359,344180,1,210287
24460953,482530,8,408076
45894591,566166,14,209144
2873095,308233,9,257305
31944980,813576,5,556126
23348520,276116,8,415979
26069247,372203,17,393525
24392683,580983,2,241483
6971691,281874,9,272952
23358760,840371,3,273540
1190604,811015,7,234168
22855902,856915,6,346175
1959835,383727,9,438439
21059841,151555,8,111294
23579416,446797,2,244475
835335,405535,1,405535
44787807,413879,15,566166
1062768,829850,10,967716
39369629,141077,8,541665
25022576,829850,7,173146
1158761,556126,20,409412
23669696,921038,11,721930
5429595,315472,9,932416
7979065,507400,9,273540
38881636,969339,5,229854
16099220,887892,3,234698
20528309,516310,2,451305
6566613,180325,3,352882
15391309,364510,8,867502
6255198,278572,7,278572
16165161,346413,12,708737
25384390,844556,4,231936
10728600,208783,10,259256
20884257,171266,12,260645
33455116,337940,6,401521
2873793,872806,16,994614
20291577,411407,16,208874
26892444,412192,7,341442
11015100,236066,10,979596
39087488,965747,6,405343
32257404,645398,2,248185
11535775,673533,10,954579
39307686,482530,13,341442
39579529,966052,15,404284
50212193,840371,5,184103
35837622,416261,14,281874
25237846,454376,5,454376
39780557,317912,9,495772
14631695,155912,3,387601
9814161,506854,16,427155
38747235,190058,15,507400
24726638,599779,5,829850
6449246,570717,8,451305
43939213,849036,6,714790
24958244,950652,8,950652
26710363,775065,14,542008
628205,457776,17,853023
28788430,616751,2,543433
3268111,310108,10,966052
4059040,883928,5,396452
25830559,823994,6,839643
22821837,734701,11,482530
345780,957879,8,966052
26512095,240969,12,865706
2565659,497582,6,687566
3798275,271351,8,570717
6340495,242035,8,856943
9611508,341442,8,454376
561960,362336,10,599779
9743570,285395,12,876684
32715922,365523,9,365523
23591679,343025,4,234585
42003472,839969,10,990372
52849267,985574,10,227002
27097652,240357,4,258933
22017986,347300,2,444724
24307967,829850,15,341442
10676731,398254,19,173146
34852400,813576,4,335244
48792349,365523,9,481087
14321303,275175,4,501873
32207739,297363,6,488027
8584870,185226,6,954405
1374674,187896,17,209144
43775911,749202,9,482530
17847994,281874,18,670295
33574423,309882,5,281874
2317245,444724,20,829850
524322,813576,15,264628
10543159,915929,20,451305
30149529,211306,3,164020
67623036,337060,15,813576
26730557,454376,14,341442
31437423,289017,7,453687
27172901,866992,8,468080
40096899,507392,5,507392
25307972,188848,8,693501
29669952,162398,4,162398
4928674,688491,8,369824
30097632,985561,12,853436
53663743,276326,12,997124
33894198,547571,13,813576
3227371,829850,11,829850
25058725,182513,2,115585
7615870,497582,10,516584
15063199,290938,4,372332
15811216,115585,11,829850
21520525,140160,13,846846
23013168,284828,4,750720
5012091,800768,5,242050
34893529,869091,5,654515
3323317,789421,15,193322
1143317,830076,1,453866
10365044,228263,3,416156
26483530,337055,15,162498
5377081,507400,4,149928
48007630,475438,12,449981
53262721,451305,19,468080
27946075,380036,13,298691
25027343,789544,8,789544
38530725,978581,2,789786
11060489,227402,1,205302
38323750,250787,2,556126
53463139,721552,12,813576
522311,829850,15,172465
46629431,692270,17,281874
37902762,468080,7,965418
15428357,237544,2,926305
26010816,395214,10,809633
26687294,829850,9,341442
52191228,331542,10,213931
15740303,438587,3,240966
23434788,395833,10,547571
16009534,483287,12,889927
26820683,163093,10,163093
32454538,405614,7,211733
3579731,247239,11,454376
38561075,102871,11,692270
53921098,997124,18,443773
47794012,468080,5,333722
3731929,165115,5,722352
39485005,839643,12,378687
6894752,414117,6,236066
55181308,213921,5,213921
34626990,715131,11,938359
22110783,172455,14,862652
35001475,370317,8,276116
3080254,347923,12,208988
23200940,469682,7,854030
426278,142937,14,260576
7717789,237544,8,335244
38059989,969600,1,180992
3971151,908227,8,908226
6044540,336711,6,353837
6469279,262499,12,829854
10996730,997124,11,275175
26011808,520277,12,493104
2422747,237544,2,237544
19112828,826622,1,265992
18638616,499671,9,969314
38147461,507400,5,823994
1546205,349538,11,676783
1406297,319833,16,319833
31970545,721552,7,703277
34289035,277776,5,843222
14015756,319833,13,731309
32008764,335244,3,369824
33137012,278330,6,278330
53827380,507400,5,829850
25266284,852395,14,962048
23475688,767347,1,210000
7786480,966052,6,372441
31278088,247239,12,809633
26634524,249560,4,319833
16609277,403999,3,209144
6111357,148072,11,341442
11485157,652776,11,310108
40506309,789786,14,926302
18861942,237544,4,237544
4246496,841829,16,473376
699279,369824,14,813576
36564295,444724,18,498038
31255093,453687,15,482530
26611676,337414,6,235803
50703308,218996,2,218996
17208475,341442,2,264628
32947232,447882,1,447964
52068260,272773,6,454376
67526421,897530,11,415784
20316938,151894,12,545840
15125399,496641,4,548434
29435954,387118,12,369824
25385216,369824,12,148477
34668360,276554,18,337060
317320,492451,3,492451
22925415,184103,8,370317
26013855,468080,9,208874
41527211,739360,1,233602
3176648,852777,6,823994
17196843,461548,6,243753
4042030,237552,12,707515
46218949,368372,9,845971
1538303,120402,6,695108
20636946,983914,10,140160
34405404,380036,12,380036
51823491,688845,12,467008
39492109,100990,5,442316
15301255,369824,10,341442
597226,639817,14,814812
39649682,378687,13,566166
20775141,967346,4,829850
37313044,836650,2,836650
25443053,571489,3,454376
6714108,380036,8,444724
9373735,341442,3,239673
6239435,714394,4,713423
22022775,713638,19,378687
23114580,923681,1,186136
2718690,566166,7,273540
27742961,454376,10,237544
38955608,369824,19,319833
37623674,370317,15,968576
286317,276111,16,378687
32492770,566166,5,566166
10801113,341442,14,249561
30100833,855821,1,197229
888074,955322,14,695912
52410245,983716,6,344008
39648006,341442,5,184103
22938919,275175,14,275175
52471610,497423,1,142919
52013544,162222,9,979596
53603809,204767,9,489143
814914,692152,4,383405
25411726,209995,9,208830
16518892,670771,13,221180
872564,346325,17,835355
52252563,404463,20,951467
38950334,339950,1,339950
40504511,863763,16,335491
17921203,134871,4,895139
30308585,556126,11,210683
8411366,341442,3,297584
30228754,729397,4,875316
50250811,927369,1,194902
33285369,347523,1,347523
11812875,382736,5,398367
26129354,384812,11,337060
38095967,909166,6,333722
1028109,849710,2,237544
3017757,444724,5,238246
16057112,369824,17,341442
23075836,378687,13,997124
8969684,613156,5,314474
23417200,155912,5,149928
25801515,238246,7,843222
22029951,451305,11,380036
25957482,264628,1,264628
40403017,240599,1,100271
54098898,269128,15,437252
24623341,455407,13,395214
53821725,337414,1,337414
37431764,933823,9,933823
396314,206379,15,966052
11460104,695395,1,209182
34955220,297584,12,369824
23239970,973522,9,721552
2347909,229130,11,229130
38705342,965416,1,156303
33330779,337540,17,398254
11413458,498383,2,155790
15249833,692270,6,155912
379756,453524,6,433535
22942562,277776,5,843222
67644694,341442,13,813576
43840831,340693,13,679258
48541738,695199,20,173146
43329188,734466,3,989710
34853010,369824,12,439373
18284610,369927,9,734701
24319615,380036,4,444724
26123084,566166,9,240966
45689356,415979,10,403997
3800860,164665,17,369824
5590110,496617,18,482530
2667601,708474,15,958483
24354059,107288,10,264628
26157061,990734,9,395534
10296843,995007,9,954579
44158109,344257,16,734387
22016115,200236,2,950972
25660067,853023,15,407234
51013406,731232,7,968576
158260,395534,14,395534
18315777,410618,3,870235
52361431,162498,2,380036
19405516,896038,13,896038
11644098,277790,19,566166
57098736,354822,1,997166
31287581,319364,9,482530
34013116,208783,13,319833
3193428,228263,10,240333
23624661,209219,5,795661
4634859,547571,14,920467
34191161,342770,5,310272
3144696,369824,18,789544
2614115,209144,20,387118
11612322,243688,15,190058
22048269,829850,7,369824
920461,566166,9,380036
21414406,143441,3,709210
16520921,295416,7,862289
18135085,786459,13,764829
451834,839643,20,371914
27006545,127425,2,155912
22606015,391481,1,148207
27012616,957093,3,846848
26434518,387401,6,276611
39697630,162498,1,162498
543686,446412,19,829850
25941776,803254,2,803254
20488347,234585,7,234585
38926038,187505,6,904667
1413128,455507,5,455507
44934788,983716,2,102384
5039523,846846,19,697545
51720556,100990,7,155912
21466217,162901,20,968576
7874786,598604,4,862232
34913585,240966,16,330824
12512729,100990,19,164183
2929214,552113,3,267137
22802307,275748,6,959956
20756880,140160,3,829850
5931576,259213,7,507400
18648515,214072,4,458126
11011312,966978,5,299344
26256674,276326,7,840371
12511169,485600,6,315674
9034229,187505,17,277796
11591049,163915,16,275175
46689217,372441,4,115585
46084539,237544,4,237544
6723281,198704,6,887853
33191606,335244,9,234973
8012218,547916,6,277790
18438412,846846,17,966052
33904718,882732,16,216549
244149,451305,3,451305
36278672,297320,2,359767
9268402,845170,11,451305
39011515,966052,6,369824
26361774,237544,3,348287
17534318,829850,19,813576
45947507,238246,7,277776
10263167,853023,8,599779
23409788,238246,3,297584
27918330,880785,2,323425
381524,478946,8,451305
4428841,174046,6,273540
15376803,250075,13,543979
32505030,154815,13,812430
50894940,989610,1,372203
3811478,908226,2,498038
13125992,318266,7,903397
7112787,176346,6,267137
40097681,420386,4,237544
1485669,173146,7,247239
2025527,275748,9,371914
473013,732393,19,164665
20108049,734701,13,734701
32280739,957776,12,200129
38139253,734701,16,434545
30896182,822225,2,697562
38254366,264628,7,163527
48821014,132142,9,132142
34858438,353835,2,353835
11677560,482530,12,464972
51445831,410647,17,277802
43554925,695199,18,167445
35171541,990372,4,990372
67639337,418004,7,369824
9876211,711642,1,234697
23051454,337480,9,957879
13979071,829850,7,209144
7599234,343025,14,862232
2953311,103604,18,247239
28386961,186153,10,846846
12694564,246181,2,689758
12354515,413879,5,276326
1087141,241429,11,862232
25144065,329916,14,341783
14896450,382934,7,382934
24808194,958907,4,510762
40539189,395394,2,395394
40677869,813576,12,140160
25443170,237548,9,337445
10857485,724211,5,337540
26101573,317476,17,411988
51152979,872912,1,872912
25989035,369824,10,319833
8510668,292925,3,155912
16560262,950987,1,149928
2926524,209144,15,705772
12634164,335244,9,140160
45068033,353613,5,875316
24221867,931825,16,243565
22158524,829850,13,734701
39657892,369824,11,468080
50603159,686675,8,241429
27392796,365523,18,966052
16264593,728260,13,856262
22289875,535427,8,849767
3803374,369824,15,966052
51787003,300260,9,891705
13642430,451305,12,927150
6792740,997124,11,370317
26388649,813576,8,862652
50142306,209144,11,408076
7276607,100990,13,473705
38692937,465256,14,374655
36763184,507392,3,789786
40021887,814467,8,829850
13630436,240966,5,140160
27098117,908250,2,168160
26390778,372441,20,347616
11015404,497517,16,596585
18819823,467735,3,346027
15241299,997124,19,647354
25746371,380036,6,444724
67624065,908227,10,380846
39898854,498038,18,966052
38429135,829854,7,507400
6921246,395319,5,395319
54052766,289017,9,501873
22838914,954098,6,477048
40687093,198471,14,691167
2695474,209144,19,599779
5563716,308266,2,308266
46287012,476909,14,397983
388005,391456,8,505370
28630255,228831,2,154815
30499009,365523,13,724211
34920908,522987,1,522987
13406635,879493,12,341303
51223708,240966,7,198471
37843947,454381,4,365603
24220194,126148,1,106096
26501822,230336,5,228263
589120,264628,8,264628
11052193,365523,11,813576
37592916,247321,4,312891
1207144,208874,20,208874
28101275,341783,19,406560
2577506,938980,2,286757
32738658,472480,4,234697
28951115,430151,2,910693
3257820,444724,17,380036
10402367,298943,1,254951
30986389,795695,15,458052
51365264,749202,15,276326
6759477,468080,14,966052
23181409,734701,19,829850
34966894,310108,11,341442
26467350,454376,12,281874
54608670,687340,13,214049
21607029,692270,9,692270
7470611,369824,12,115735
3943381,454376,6,731309
1834392,337060,15,225865
37905905,874110,4,235378
22030593,208874,6,679900
23999067,731309,12,163093
12973671,369824,10,341442
28273179,387371,1,387371
16663177,697961,16,352368
6606939,451305,9,369824
2675772,829850,10,688748
16472263,195560,2,379001
38038240,349622,5,533653
34449693,209144,13,369824
9860244,855383,9,862652
33947263,337445,8,829850
12806765,259372,16,652776
53042284,264628,13,215431
25959707,372441,6,240599
10861558,115585,8,369824
10981591,292927,13,317581
11163017,969669,3,481648
34739641,264628,17,407234
14598145,145470,4,841355
25428061,140160,3,339486
22196395,430367,6,337541
45044551,493303,7,469083
31117604,829850,4,484492
38802160,867502,13,866992
41038896,997840,3,856315
715590,442492,14,489817
33339431,447967,4,154815
37690347,888098,17,534651
26600943,451305,5,234585
7638273,313219,11,347682
52944861,337505,8,726897
5410250,705527,11,240969
5016054,916942,17,341442
53630140,829850,12,829850
26742799,369824,6,380036
6841503,734701,14,857132
4616905,334474,9,334474
4754124,378687,11,846846
1778940,244798,5,319833
133758,358923,3,697961
33534520,156283,17,507400
25246715,950534,15,829850
24705574,751520,2,502700
45081191,998726,1,165847
46819540,284031,12,307619
23426563,341442,10,337541
7732883,319833,10,341442
24300961,319833,4,369824
53917202,209937,13,380036
11821260,371519,19,369824
13033647,145570,19,281874
51518198,468080,9,813576
37587683,749467,2,267570
27390538,275175,12,369824
32845192,212846,4,444795
22115032,209144,7,408076
51685945,985574,11,209144
11729607,814723,2,834567
47499375,369824,14,282210
16151338,542008,12,507392
54001900,872996,18,401588
46873038,341442,1,230344
1790635,404051,9,834539
13452111,966054,2,241560
17931883,884883,6,884883
35751802,846846,17,966052
2634801,887842,1,238728
39617037,452845,1,234519
37881654,533630,2,488017
10571242,163731,3,216879
52373842,208758,20,326257
4926404,883660,7,970306
45170465,297868,9,381577
23481975,370317,9,262499
38172843,468080,14,966052
1815766,737009,1,230268
4687061,281874,6,468080
45094218,413879,5,276326
4769528,307496,1,221384
11040498,211810,19,412192
6504350,375014,7,833266
22868173,866992,11,857132
23265478,449813,4,664907
13391003,264628,18,853023
31952792,990372,2,990372
34642614,416156,10,857132
37778844,247239,3,247239
28203695,276326,11,272952
13923195,800032,6,447273
1268921,319833,17,542008
12523874,194385,7,591819
1920346,340188,15,829850
22674239,333918,2,277750
8169610,695199,13,309882
54320870,132142,6,132142
34124662,369824,10,957776
40632512,542345,15,413879
1524603,237544,3,337414
26909086,459492,8,880574
45252734,966052,8,556126
38350834,341442,13,343025
24278588,324373,10,695199
20138737,208874,14,468080
45155855,234585,19,211810
23425545,228263,12,240333
797743,897485,7,246165
22297857,410635,1,194902
34689333,337060,19,813576
22196445,283796,1,392760
10300557,149928,2,115585
22760332,158439,2,208708
17256699,947408,1,458791
51703870,598604,5,338340
10258457,829850,13,813576
51002035,853023,11,956746
624442,732405,8,274726
22510883,231176,1,177523
32530737,235803,17,337060
67617934,900001,7,337480
14474067,305081,14,789357
25078345,813576,7,566166
4008283,304852,7,299532
23370343,209144,9,365523
3357288,829854,12,966052
25443325,335244,12,840371
26435624,100990,5,829850
39021761,243688,18,829850
26611032,296137,1,274089
51583988,352131,1,705527
28755975,335244,3,369824
90021494,752428,1,752428
22272752,275175,4,415979
32736152,107367,6,444724
34459280,473667,2,207117
15090970,230346,14,230346
18857337,866188,10,214395
814348,339486,4,339486
32924582,711214,7,227002
11817425,269266,5,234974
18190471,384693,9,100990
3957518,813136,7,265992
23351378,173146,4,410647
14768251,598604,1,598604
21076466,455407,6,455407
43214806,140160,6,110171
45875252,390391,5,365204
23378939,177088,10,289958
11184342,441389,14,378327
4149402,364510,20,167445
22307746,451305,14,891465
24162256,275748,4,415979
12432314,468080,12,966054
23783997,268937,20,813576
1236267,237544,5,237544
51943778,460696,15,142844
26239503,214141,15,214141
16355355,335282,3,407234
53954032,495756,8,636366
65021160,234585,18,139699
51034441,352530,12,869144
16933330,990372,17,322573
25406885,365523,11,341109
23670953,237544,16,369824
23413327,337956,11,326081
51884135,484913,15,997124
28614726,328522,2,911321
22613216,337541,15,337541
14310432,862652,11,335244
39325588,393313,12,652776
282157,249771,7,409818
7004969,430343,4,654515
25096799,211177,4,226887
46031179,340896,4,636889
26959063,309882,8,813576
21980033,308609,8,829850
51367250,194068,17,435711
12415144,362887,9,705527
4466448,967346,4,829850
25149973,186730,14,369824
15237241,835488,2,152314
34064252,829850,7,484492
25149935,838569,9,333948
10195822,242050,14,208874
53325683,904667,1,309890
21986588,566166,19,236066
40151675,257912,2,990372
38917003,369824,15,369824
44014051,211727,6,829850
21999543,378687,4,364510
20211171,369824,17,562637
46961317,151894,13,275175
39670404,692270,7,731309
34754091,187505,4,904667
53262248,734701,8,405614
26911475,900868,11,378687
29086562,234969,14,341442
4321021,141794,6,467735
2051364,907436,14,966052
35501342,747330,10,862652
21873336,956746,13,721552
39850790,315124,8,331158
384748,369824,19,688748
453678,317746,5,317746
34530190,132142,6,132142
50440785,731928,7,211306
22219411,364510,8,867502
26720863,749202,19,190058
3865841,640304,9,966412
40842289,705527,7,369824
50945699,241307,1,173270
26946447,177454,3,327523
25739828,177881,7,451305
42757145,240974,13,405614
16265878,767369,7,767369
10849024,410719,14,340702
30120680,919205,6,813099
17817506,977934,6,977934
15149748,814854,19,341442
28442046,444724,3,985574
4191454,491785,1,277896
22446267,920467,7,556126
50565385,752688,2,959039
38333836,190058,16,727119
90041781,341373,8,305146
779390,567248,2,120402
33536895,369824,19,492372
42682194,741748,6,767382
19847591,140160,8,240966
29523439,236934,6,211728
8132304,501873,17,829850
1728009,824689,8,111294
16543142,319833,9,370317
14802062,204210,5,592275
65035160,979596,3,580365
25006644,585307,1,317683
14372384,424666,5,369824
17867053,308266,2,308266
1410407,350352,14,369824
71778,800768,11,341442
39417451,276111,13,163093
15954702,927150,12,369824
39064798,247239,6,444724
25557962,731309,3,211810
3838846,958070,2,935686
9811875,497247,14,348287
644989,444724,10,862232
7505075,162836,15,482569
50095585,482530,9,413879
20789255,159681,19,350188
31529018,145570,6,829850
39347153,407234,13,369824
23160990,956746,10,956746
39425925,497582,15,369824
18177620,445391,18,991272
25313831,329765,7,415492
14518917,216440,5,846846
2270593,972670,8,387467
39298555,587551,18,355811
22601267,273540,9,317912
38696798,995342,13,527387
17996612,154815,6,896727
14178619,823287,1,115729
1727705,887911,1,173453
16624471,694929,8,267012
642557,997124,13,378687
90187799,450186,11,358923
2420730,234585,18,378687
67582547,233138,20,371914
26351568,715138,6,416011
11017574,242181,4,211559
33368782,303555,2,873065
39588247,860741,3,342443
22941629,840371,4,259256
18158880,866992,12,140160
52057358,234977,10,888148
37931581,435767,1,29447
17336489,211810,11,369824
51514575,209144,18,434431
26853697,840371,3,501873
16762383,210004,6,240969
13158876,469085,8,587118
32469896,829850,5,482530
28635709,487927,1,487927
2060177,111294,9,829850
38094239,507400,9,371948
18621380,997124,12,228831
24619820,908226,8,873070
51449149,369824,17,813576
31960578,435003,6,206181
29440228,337472,6,550147
40093119,442316,8,380036
9031826,862652,11,862652
39519524,312097,7,383515
44908264,341109,14,380336
1316766,547571,14,208443
53491182,273540,5,162222
24842284,853023,4,771061
6737334,376560,2,893120
18522668,388206,2,259300
45966466,966052,4,954448
6141810,407234,3,407234
34115538,846847,5,711208
1212019,313622,1,313622
27879808,587551,20,587551
33939248,369824,15,866992
11100927,413879,13,413879
28100232,429991,1,429991
878362,922537,12,444724
2582293,868796,2,851473
26976443,164257,10,573519
52838617,198471,8,234585
51042767,360992,20,998839
22183396,383321,1,383321
12555933,444724,14,862232
25962535,693861,7,468080
26054863,811470,2,811470
52164890,205359,12,789787
15403460,380036,7,444724
27346511,369824,9,173146
3310742,303832,2,185337
11735120,230344,5,451305
22818256,369824,14,507400
21012239,193693,17,327523
9219890,547802,4,686584
33610135,249561,15,407234
17677117,887883,12,507400
46728369,277322,17,341442
41041664,731695,9,231561
51873337,611266,3,240599
5075769,368369,5,436462
42352884,156369,14,127425
45593551,994283,1,219204
25702912,480610,11,997121
19573951,473705,18,173911
21981434,734701,8,445603
18786012,343806,12,351297
50837210,469682,11,997124
34932626,813576,8,501873
33405686,451305,10,731309
23369719,862652,13,335244
22601304,267137,9,935685
13111809,341442,5,926305
20357753,262246,20,372441
1928884,212795,4,312205
44120228,407234,9,369824
39175948,154815,11,371948
20579164,810922,6,407823
726957,862232,11,750720
50340953,823994,5,968576
22591142,383478,5,177454
39176295,358265,3,333328
50793366,200129,7,829854
3129537,789773,10,385678
46955144,370317,9,859684
25468408,482530,12,208783
34113120,242050,5,242050
20472896,244777,7,395214
24946001,361568,10,361568
26886882,163915,6,743704
29831298,914481,5,263635
8508269,209144,12,813576
1297712,208874,14,365523
25313105,342169,15,727109
7223689,378687,17,997124
19677941,629540,16,582872
630697,380036,7,985574
53823152,397983,11,397983
39905363,369824,17,398254
20175336,841355,16,140160
33169212,451305,13,829850
7627243,726897,11,341442
8101096,380036,2,444724
2586842,331256,13,414210
2567559,237548,7,926302
3427317,516234,3,409375
3829421,733124,3,277734
54108147,497582,14,395833
7762533,337414,19,309878
44731067,467735,20,477371
1741423,419423,7,139231
25996623,237544,1,237544
39829486,398254,17,813576
12188429,272325,7,187896
26115730,341303,3,265670
30484239,600747,3,600747
41049740,341442,2,855377
40459628,307619,5,747330
2882876,615716,1,163654
33069429,372441,6,369824
35212223,454376,8,337472
53846782,598604,4,370317
878346,155912,5,829850
904689,813576,19,380036
7689932,813576,12,765621
23080195,369824,14,341442
42765296,306397,11,712384
8579619,809633,17,809633
1190850,166594,12,690075
34777827,997124,12,228831
