MASKED_XCC,SKU_NUMBER,SKU_RANK_NUMBER,HEALTH_SKU_NUMBER
34487068,237544,4,240966
21305310,813576,9,566166
1470149,950972,12,369824
38239427,341442,4,281874
18096478,826562,5,179940
46079378,281874,11,244798
4145830,302828,13,337541
38728121,839643,12,282210
27890272,140160,5,140160
25583080,261845,5,445607
29451859,351690,7,896038
16879685,966052,19,985574
11404737,337060,20,235284
33405640,369824,6,468080
3240637,451300,14,380036
21141914,215414,15,841180
22140426,829850,4,414117
5900830,163527,5,982851
4264569,372441,13,111294
11779953,561763,4,249560
11358637,208874,6,459128
1229186,334474,11,190694
17510511,209514,11,366650
15247971,215414,9,177593
32383244,845173,9,829850
40094661,369824,8,276554
29243414,238246,11,413287
26479836,211727,6,369824
43956651,949491,20,726607
24687018,857132,19,501873
33691069,966052,5,187896
28592736,829850,12,365523
30741324,731695,6,162222
17190226,25478,10,734701
24611810,449813,7,598604
11003822,416156,7,416156
4006507,378986,5,309751
13470855,909640,15,909640
20695332,508903,7,638843
14674130,507400,8,164183
4304543,507400,18,369824
31801444,566166,16,369824
3893645,380036,5,111294
13554877,442231,6,497555
9183982,754014,16,767755
25978348,550749,2,550749
16801858,207172,1,101659
9429689,619213,3,232737
52067506,378687,1,372441
25102337,814854,12,507400
15710589,154815,7,371948
26375134,213638,20,507392
26584950,352054,3,212209
3962243,186153,20,420030
32068663,537316,12,853023
52423744,444724,4,238246
21719224,813576,7,705527
26609473,369824,14,813576
314461,773614,16,942557
14327202,169905,12,484913
24024260,497582,14,209144
11591979,379432,6,833289
53997526,149928,12,814854
4754219,369824,18,369824
8507743,705416,10,829850
22150478,841180,17,856864
21035324,387508,3,740846
23438067,247394,7,724211
5134423,953792,2,282267
14091333,238246,9,829854
21801787,507400,2,111294
29870699,523233,10,369824
17319790,528091,1,233149
26984046,444724,6,442316
26066196,194429,5,838558
15743488,459713,7,520718
23293353,369824,17,190058
26999849,372330,14,172455
52745226,744072,5,771061
33231554,829850,10,468080
26696967,731613,2,241628
11660346,731230,11,310108
2991490,291702,13,215372
13730739,823994,1,823994
39208945,115585,11,859684
27473322,211810,15,443771
31759849,341442,6,968577
27151248,341442,3,240966
37867348,397983,17,397983
54069043,556126,13,209144
3569729,846846,13,378687
29314130,966052,5,270157
467114,556126,11,846846
38963205,497582,7,371256
29074105,749202,9,749202
32703523,692270,13,237544
24621787,350627,12,850694
1915100,330355,4,234585
22116837,501873,11,840371
40566728,132142,8,317746
40518483,318160,8,133177
22954532,415979,8,366588
14166499,444724,15,369824
27421869,964606,4,890425
51739923,429417,1,345665
51786996,300260,9,891705
15795009,149928,6,789786
12841611,839643,12,378687
10324392,239904,5,370317
22715688,267136,2,154641
17569239,319833,9,276554
6562934,242583,1,242583
25103834,407853,8,228767
21212383,309882,17,110421
23983384,548794,1,548794
50216891,859167,2,338881
3702763,990372,4,372441
26785134,430151,8,754622
25925303,272952,18,289058
39571853,364510,20,694916
5069508,380036,4,444724
5791919,862232,13,997124
11004421,910797,1,126928
51407439,317746,11,273540
29154755,584998,3,900713
41384240,369824,13,264587
5983255,276111,15,415979
4530204,969996,12,339759
34883593,276121,20,972281
50025131,238709,3,449079
36163817,862652,13,237544
34678377,792472,7,164665
8349596,343025,6,454376
7930466,853023,4,853023
54399637,234978,19,395833
7114181,319833,11,750720
37821651,413108,4,859684
39111035,341265,18,954585
39448026,843222,8,369824
14555975,165596,3,397983
972197,230424,9,882732
25175330,319833,10,829850
8796984,997124,17,492731
39168652,343013,2,292781
25609078,341709,17,534560
34098131,203977,18,893125
21334151,527945,3,434474
5036677,179043,8,906748
12526339,473705,10,939338
53807840,451915,11,488149
53595599,857399,10,501941
52495850,390449,11,271342
26430778,829850,10,997124
20862793,998700,1,259189
16871987,259588,4,235502
42276681,926534,2,164127
34607807,547571,14,920467
449381,999671,4,339486
18985613,337060,20,413287
10982922,862652,4,155912
1299421,967730,20,252353
22269310,853023,15,362336
31202892,501873,8,482530
1936026,927150,19,271342
22234215,636102,12,515958
10688697,678310,6,891705
34310749,507392,2,111294
37481079,25478,8,318932
13153065,173911,5,454376
33632272,173146,2,238246
25728900,155912,11,409542
18925605,288949,13,221196
46193401,901417,10,630103
37324078,829850,4,414117
20194526,242050,14,242050
11719351,343025,7,749202
25267197,227002,4,200236
53202471,405614,6,829854
18699063,192120,4,192695
25853790,369824,12,156369
34770843,838015,4,838015
38375727,162838,5,237548
23105022,311196,4,501873
24351207,369824,9,829850
10992457,468080,14,113676
10174695,566166,5,566166
11763277,254782,16,260494
32519493,891697,5,212795
17834035,838460,1,188618
38836089,496617,4,281874
39080630,646299,16,365234
18980350,950972,16,797588
39197033,804245,10,869888
12957607,364510,13,838460
38187419,208874,6,369824
17505978,250418,15,195927
3043700,341442,3,407811
20282387,792709,5,281874
29498951,383404,20,474507
26104604,411156,1,451305
7923548,505768,4,505768
29101546,840858,18,451305
7164775,291856,1,291856
19367945,174561,1,174561
41296614,369824,8,892422
39076140,200129,8,659136
26647694,216440,3,163915
90140429,212209,4,269128
17311180,149928,8,442579
877620,566166,7,862232
12657589,335068,8,300139
33031454,297584,8,224910
46040234,213652,2,840371
67596875,918861,1,324463
357954,232057,13,877507
25325486,957140,12,387985
25003398,163915,12,890589
7162569,319885,6,455407
7034412,639862,14,638300
22700260,209144,11,163093
40290622,369927,12,320687
23342925,644081,5,437253
2541765,966052,1,444724
38592787,813576,3,967346
50768106,348287,8,230344
895319,404051,9,834539
9959119,896727,1,802568
6194824,167445,10,963368
27220614,507400,6,111294
2143279,365244,3,365244
11307522,985574,12,809633
15967123,273540,8,163093
25572733,338881,5,307179
23442982,372441,12,371948
7705596,926302,7,198471
8244238,496617,5,281874
25408323,966052,9,372441
27964358,242050,4,209144
990058,829850,16,966052
10820958,445638,14,853023
16953472,925492,4,829205
3540978,566166,5,566166
36809784,304263,8,926274
37111834,442316,12,789786
1390496,853023,13,587551
6644351,398530,20,795009
17861921,507400,4,829850
22799060,184297,10,239100
44049907,550578,6,873065
33845531,645663,7,707642
53559431,6213,20,288365
40808839,997124,14,208443
40246549,974233,14,454376
33638083,507392,1,194311
19711928,212837,5,967830
34035225,416013,11,346869
2916955,566166,9,566166
10751381,695199,16,113676
23378237,341442,7,829850
17946805,369824,10,507400
5314022,238246,10,457496
9727123,234585,11,163093
51206924,965809,1,172174
34083334,238246,11,407234
4039213,155912,7,149928
18382153,282838,16,341181
33352925,919516,8,369824
22504999,230344,4,209144
6256765,966052,13,236415
23769602,247270,3,203220
15839000,208874,8,224560
13701161,497582,5,497582
4638251,600747,7,692771
17836182,115585,8,230336
90158711,483291,2,218674
50336831,507068,3,845173
5129231,829850,13,813576
824295,231673,10,306484
44722028,444724,5,380036
9245174,214973,2,951366
10021526,452746,8,845173
8789205,235467,3,235467
32365402,364510,8,364510
10268535,240966,19,341442
40295255,369824,10,369824
40468233,416156,20,369824
5115385,380036,5,444724
7765156,492037,1,160184
51186732,566406,1,236204
50916275,407234,6,829850
303436,829850,13,341442
25854194,813576,9,365523
33546792,272952,8,249771
228452,506854,9,813576
68176007,984345,17,906694
5620244,829850,19,341442
39301957,198471,6,198471
17806543,566166,15,209144
13453784,542718,4,875393
18260074,789786,14,408176
46139579,211728,8,370317
21528384,444724,6,343025
36157218,259851,3,343572
21319100,163915,13,408040
46764730,420626,14,447951
876337,853023,8,391668
24383515,829850,17,342008
40250260,25478,8,318932
23264622,721552,17,813576
33098882,210683,13,973522
2000495,966750,4,404842
39833387,482530,20,482530
4001118,878775,11,319833
1624143,304888,7,501873
26887547,300259,8,938664
31712007,268937,20,813576
41378933,341442,11,154815
2682432,154641,16,462014
50987991,899530,5,796116
20347587,370317,5,468080
39028961,317746,12,187912
24615975,965418,9,289017
52739406,482530,11,395833
7500944,482530,13,507400
50314709,489258,7,693414
22254373,953792,12,395833
1986721,890846,20,477524
25508092,444724,7,154815
833711,444724,20,380036
40361731,156303,4,209516
40575183,237544,4,862652
37537073,297882,4,240966
51208963,341442,10,111294
1978982,199281,4,223644
52487446,341442,6,369824
6749793,956746,9,468080
5332259,797748,2,199239
8196999,872997,18,972313
2831320,298328,1,115931
5968197,380036,7,501873
4466454,967346,4,829850
10508611,383554,1,182513
26502433,369824,18,966052
15222964,237544,6,747330
45047098,240966,13,952336
3983567,340125,14,853023
23109007,155912,5,537316
33885018,289058,15,369824
9314877,838620,3,855381
